2/10/2022,44383.89,0.449
2/11/2022,43628.14,-1.732
2/12/2022,42445.39,-2.787
2/13/2022,42254.74,-0.451
2/14/2022,42247.84,-0.016
2/15/2022,42634.57,0.907
2/16/2022,44574.32,4.352
2/17/2022,44063.28,-1.16
2/18/2022,40562.99,-8.629
2/19/2022,40073.5,-1.221
2/20/2022,40192.76,0.297
2/21/2022,38514.01,-4.359
2/22/2022,37059.98,-3.923
2/23/2022,38337.2,3.332
2/24/2022,37372.29,-2.582
2/25/2022,38363.35,2.583
2/26/2022,39316.16,2.423
2/27/2022,39090.2,-0.578
2/28/2022,37803.59,-3.403
3/1/2022,43225.4,12.543
3/2/2022,44459.59,2.776
3/3/2022,43980.71,-1.089
3/4/2022,42491.98,-3.504
3/5/2022,39200.3,-8.397
3/6/2022,39463.15,0.666
3/7/2022,38442.99,-2.654
3/8/2022,38076.49,-0.963
3/9/2022,38732.94,1.695
3/10/2022,41986.03,7.748
3/11/2022,39468.35,-6.379
3/12/2022,38775.18,-1.788
3/13/2022,38903.69,0.33
3/14/2022,37852.53,-2.777
3/15/2022,39669.42,4.58
3/16/2022,39331.85,-0.858
3/17/2022,41165.64,4.455
3/18/2022,41001.71,-0.4
3/19/2022,41837.41,1.997
3/20/2022,42201.94,0.864
3/21/2022,41283.26,-2.225
3/22/2022,41061.82,-0.539
3/23/2022,42401.9,3.16
3/24/2022,42802.15,0.935
3/25/2022,43936.1,2.581
3/26/2022,44331.78,0.893
3/27/2022,44510.84,0.402
3/28/2022,46715.12,4.719
3/29/2022,46994.88,0.595
3/30/2022,47459.26,0.978
3/31/2022,47063.37,-0.841
4/1/2022,45528.41,-3.371
4/2/2022,46270.2,1.603
4/3/2022,45842.14,-0.934
